2021-HWC_WV
Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2021,2021 HWC,High School Graduation - American Indian/Alaska Native,West Virginia,,75,,,,AHR data,
2021,2021 HWC,High School Graduation - Asian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,High School Graduation - Black,West Virginia,2,88,,,,AHR data,
2021,2021 HWC,High School Graduation - Hispanic,West Virginia,1,91,,,,AHR data,
2021,2021 HWC,High School Graduation - White,West Virginia,15,91.5,,,,AHR data,
2021,2021 HWC,High School Graduation Racial Disparity,West Virginia,34,16.5,0.21,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women,West Virginia,17,9.0,-0.44,11,6.9,AHR data,
2021,2021 HWC,"High-risk HIV Behaviors - Women - $25-$49,999",West Virginia,,9.4,,13.8,4.9,AHR data,
2021,2021 HWC,"High-risk HIV Behaviors - Women - $50-$74,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"High-risk HIV Behaviors - Women - $75,000 or More",West Virginia,,,,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - College Grad,West Virginia,,3.5,,5.4,1.6,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - High School/GED,West Virginia,,8.2,,12,4.3,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"High-risk HIV Behaviors - Women - Less Than $25,000",West Virginia,,12.3,,16.8,7.7,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - Less than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - Some Post-High School,West Virginia,,8.3,,11.8,4.7,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women - White,West Virginia,11,8.3,-0.86,10.3,6.3,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women Ages 18-24,West Virginia,,15.4,,21.2,9.6,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women Ages 25-34,West Virginia,27,9.6,-0.04,12.8,6.3,AHR data,
2021,2021 HWC,High-risk HIV Behaviors - Women Ages 35-44,West Virginia,,3.9,,5.6,2.3,AHR data,
2021,2021 HWC,High-speed Internet - Children,West Virginia,30,92.5,0.84,94,91,AHR data,
2021,2021 HWC,Household Smoke,West Virginia,50,26.7,2,30.1,23.2,AHR data,
2021,2021 HWC,Housing and Transportation - HWC,West Virginia,28,0.037,0.037,,,AHR data,
2021,2021 HWC,Housing With Lead Risk,West Virginia,36,21.8,0.61,23.8,19.8,AHR data,
2021,2021 HWC,HPV Immunization - Above Poverty,West Virginia,45,42.3,,49.9,35,AHR data,
2021,2021 HWC,HPV Immunization - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,HPV Immunization - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,HPV Immunization - Below Poverty,West Virginia,,58.6,,71.7,44,AHR data,
2021,2021 HWC,HPV Immunization - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,HPV Immunization - Females,West Virginia,40,51.3,,61.3,41.1,AHR data,
2021,2021 HWC,HPV Immunization - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,HPV Immunization - Males,West Virginia,40,43.8,,52.3,35.7,AHR data,
2021,2021 HWC,HPV Immunization - White,West Virginia,30,48.7,,55.7,41.7,AHR data,
2021,2021 HWC,HPV Vaccination,West Virginia,41,47.4,-0.74,54,40.9,AHR data,
2021,2021 HWC,Illicit Drug Use - Women (12+),West Virginia,7,6.4,-0.76,8.2,5,AHR data,
2021,2021 HWC,Illicit Drug Use - Women (18-49),West Virginia,32,11.4,0.26,13.9,9.3,AHR data,
2021,2021 HWC,Illicit Drug Use - Youth,West Virginia,33,8.6,0.11,10.6,7,AHR data,
2021,2021 HWC,Infant Child Care Cost,West Virginia,9,10.6,-0.86,,,AHR data,
2021,2021 HWC,Infant Mortality,West Virginia,41,7,1.21,7.1,6.9,AHR data,
2021,2021 HWC,Infant Mortality - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - Mother Age 15-19,West Virginia,,10.3,,14.9,6.8,AHR data,
2021,2021 HWC,Infant Mortality - Mother Age 20-24,West Virginia,,8.4,,10.3,6.7,AHR data,
2021,2021 HWC,Infant Mortality - Mother Age 25-29,West Virginia,31,5.9,,7.5,4.6,AHR data,
2021,2021 HWC,Infant Mortality - Mother Age 30-34,West Virginia,,4.9,,6.7,3.5,AHR data,
2021,2021 HWC,Infant Mortality - Mother Age 35-39,West Virginia,,8,,11.6,5.3,AHR data,
2021,2021 HWC,Infant Mortality - Mother Age 40-44,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Infant Mortality - White,West Virginia,50,6.9,,7,6.8,AHR data,
2021,2021 HWC,Infant Mortality - White,West Virginia,50,6.9,,7,6.8,AHR data,
2021,2021 HWC,Insufficient Sleep - Women,West Virginia,48,42.5,1.59,47,38,AHR data,
2021,2021 HWC,"Insufficient Sleep - Women - $25-$49,999",West Virginia,45,48.7,1.15,58.8,38.5,AHR data,
2021,2021 HWC,"Insufficient Sleep - Women - $50-$74,999",West Virginia,,40,,53,27.1,AHR data,
2021,2021 HWC,"Insufficient Sleep - Women - $75,000 or More",West Virginia,49,38.4,1.14,47.4,29.4,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Ages 18-24,West Virginia,26,32.5,-0.21,42.4,22.5,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Ages 25-34,West Virginia,49,46.8,1.84,54.3,39.4,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Ages 35-44,West Virginia,47,45.7,1.7,52,39.4,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - College Grad,West Virginia,49,40.6,1.57,47.6,33.5,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - High School/GED,West Virginia,50,55.8,2,65.4,46.1,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Insufficient Sleep - Women - Less Than $25,000",West Virginia,,54.8,,63.9,45.7,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Less Than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - Some Post-High School,West Virginia,39,46.4,0.53,55.4,37.4,AHR data,
2021,2021 HWC,Insufficient Sleep - Women - White,West Virginia,48,41,1.7,45.7,36.3,AHR data,
2021,2021 HWC,Intimate Partner Violence Before Pregnancy,West Virginia,,,,,,AHR data,
2021,2021 HWC,Low Birthweight,West Virginia,44,9.8,1.19,10.2,9.4,AHR data,
2021,2021 HWC,Low Birthweight - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Low Birthweight - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Low Birthweight - Black,West Virginia,,15.8,,18.3,13.3,AHR data,
2021,2021 HWC,Low Birthweight - Black,West Virginia,,20,,23.1,16.9,AHR data,
2021,2021 HWC,Low Birthweight - College Graduate,West Virginia,41,7.8,,8.5,7.1,AHR data,
2021,2021 HWC,Low Birthweight - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Low Birthweight - High School Graduate,West Virginia,41,10.8,,11.6,10,AHR data,
2021,2021 HWC,Low Birthweight - Hispanic,West Virginia,,6.8,,9.3,4.3,AHR data,
2021,2021 HWC,Low Birthweight - Less Than High School,West Virginia,48,13.3,,14.7,11.9,AHR data,
2021,2021 HWC,Low Birthweight - Mother Ages 15-19,West Virginia,,10.6,,12.3,8.9,AHR data,
2021,2021 HWC,Low Birthweight - Mother Ages 20-24,West Virginia,28,8.6,,9.4,7.8,AHR data,
2021,2021 HWC,Low Birthweight - Mother Ages 25-29,West Virginia,47,9.8,,10.6,9,AHR data,
2021,2021 HWC,Low Birthweight - Mother Ages 30-34,West Virginia,46,9.7,,10.6,8.8,AHR data,
2021,2021 HWC,Low Birthweight - Mother Ages 35-39,West Virginia,49,12.1,,13.6,10.6,AHR data,
2021,2021 HWC,Low Birthweight - Mother Ages 40-44,West Virginia,,11.1,,14.5,7.7,AHR data,
2021,2021 HWC,Low Birthweight - Multiracial,West Virginia,,13.1,,16.4,9.8,AHR data,
2021,2021 HWC,Low Birthweight - Some Post-High School,West Virginia,32,8.9,,9.8,8,AHR data,
2021,2021 HWC,Low Birthweight - White,West Virginia,49,9.6,,10,9.2,AHR data,
2021,2021 HWC,Low Birthweight - White,West Virginia,49,9.7,,10.2,9.2,AHR data,
2021,2021 HWC,Low Birthweight Racial Disparity,West Virginia,10,1.8,-1.06,,,AHR data,
2021,2021 HWC,Low-risk Cesarean Delivery,West Virginia,34,26.3,0.22,,,AHR data,
2021,2021 HWC,Low-risk Cesarean Delivery - Black,West Virginia,,31,,,,AHR data,
2021,2021 HWC,Low-risk Cesarean Delivery - Hispanic,West Virginia,48,29.8,,,,AHR data,
2021,2021 HWC,Low-risk Cesarean Delivery - White,West Virginia,38,26.1,,,,AHR data,
2021,2021 HWC,Maternal Morbidity,West Virginia,,8.2,,,,AHR data,
2021,2021 HWC,Maternal Mortality,West Virginia,,,,,,AHR data,
2021,2021 HWC,Maternal Mortality - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Maternal Mortality - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,Maternal Mortality - White,West Virginia,,,,,,AHR data,
2021,2021 HWC,Maternity Practices Score,West Virginia,34,76,-0.52,,,AHR data,
2021,2021 HWC,Medical Home,West Virginia,40,46.8,0,50.4,43.2,AHR data,
2021,2021 HWC,Mental illness,West Virginia,34,10.4,0.82,12.7,8.2,AHR data,
2021,2021 HWC,Mortality - Children,West Virginia,40,-0.905,-0.905,,,AHR data,
2021,2021 HWC,Mortality - Women,West Virginia,47,-2,-2,,,AHR data,
2021,2021 HWC,Mortality - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Mortality - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Mortality - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Mortality - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Mortality - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,Mortality - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Mortality - Women - White,West Virginia,50,201.1,,219,183.2,AHR data,
2021,2021 HWC,Mortality Rate - Women,West Virginia,50,191.4,2,208,174.7,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women,West Virginia,50,9.7,2,11.6,7.8,AHR data,
2021,2021 HWC,"Multiple Chronic Conditions - Women - $25-$49,999",West Virginia,,8.1,,11.7,4.5,AHR data,
2021,2021 HWC,"Multiple Chronic Conditions - Women - $50-$74,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"Multiple Chronic Conditions - Women - $75,000 or More",West Virginia,,,,,,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - College Grad,West Virginia,,2.8,,4.4,1.3,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - High School/GED,West Virginia,,14.8,,19.6,10,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Multiple Chronic Conditions - Women - Less Than $25,000",West Virginia,,26.1,,31.9,20.2,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - Less than High School,West Virginia,,35.4,,49.5,21.3,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - Some Post-High School,West Virginia,,13.9,,17.9,9.8,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women - White,West Virginia,,9.6,,11.5,7.6,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women Ages 18-24,West Virginia,,,,,,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women Ages 25-34,West Virginia,,9.3,,12.5,6.1,AHR data,
2021,2021 HWC,Multiple Chronic Conditions - Women Ages 35-44,West Virginia,50,15.6,2,19,12.2,AHR data,
2021,2021 HWC,Neighborhood Amenities,West Virginia,47,17.2,-1.9,19.9,14.4,AHR data,
2021,2021 HWC,Neighborhood violence,West Virginia,30,4.4,0.28,5.7,3,AHR data,
2021,2021 HWC,Neonatal Mortality,West Virginia,32,4.2,0.61,4.2,4.2,AHR data,
2021,2021 HWC,Neonatal Mortality - Female,West Virginia,,3.8,,4.8,3,AHR data,
2021,2021 HWC,Neonatal Mortality - Male,West Virginia,,4.5,,5.6,3.6,AHR data,
2021,2021 HWC,Nutrition and Physical Activity - Children,West Virginia,40,-0.588,-0.588,,,AHR data,
2021,2021 HWC,Nutrition and Physical Activity - Women,West Virginia,24,0.04,0.04,,,AHR data,
2021,2021 HWC,Obesity - Women,West Virginia,47,37.4,1.42,40.8,34.1,AHR data,
2021,2021 HWC,"Obesity - Women - $25-$49,999",West Virginia,14,35.9,-0.56,42.9,29,AHR data,
2021,2021 HWC,"Obesity - Women - $50-$74,999",West Virginia,46,45.9,1.76,56.3,35.5,AHR data,
2021,2021 HWC,"Obesity - Women - $75,000 or More",West Virginia,49,34.7,2,41,28.4,AHR data,
2021,2021 HWC,Obesity - Women - Ages 18-24,West Virginia,41,25.7,0.97,33.2,18.3,AHR data,
2021,2021 HWC,Obesity - Women - Ages 25-34,West Virginia,47,40.3,1.45,45.8,34.9,AHR data,
2021,2021 HWC,Obesity - Women - Ages 35-44,West Virginia,45,42.9,1.37,47.5,38.3,AHR data,
2021,2021 HWC,Obesity - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Obesity - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Obesity - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Obesity - Women - College Grad,West Virginia,47,35.6,2,40.8,30.5,AHR data,
2021,2021 HWC,Obesity - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Obesity - Women - High School/GED,West Virginia,43,46.2,0.81,53.2,39.1,AHR data,
2021,2021 HWC,Obesity - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Obesity - Women - Less Than $25,000",West Virginia,47,53.9,1.53,60.7,47.1,AHR data,
2021,2021 HWC,Obesity - Women - Less than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,Obesity - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Obesity - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Obesity - Women - Some Post-High School,West Virginia,38,42.6,0.77,49,36.2,AHR data,
2021,2021 HWC,Obesity - Women - White,West Virginia,49,36.2,1.62,39.5,32.8,AHR data,
2021,2021 HWC,Overall - Children,West Virginia,,-0.479,-0.479,,,AHR data,
2021,2021 HWC,Overall - HWC,West Virginia,,-0.509,-0.509,,,AHR data,
2021,2021 HWC,Overall - Women,West Virginia,,-0.503,-0.503,,,AHR data,
2021,2021 HWC,Overweight or Obesity - Youth,West Virginia,50,41.2,2,46.3,36.1,AHR data,
2021,2021 HWC,Parent or guardian death,West Virginia,42,3.9,1.08,5.4,2.5,AHR data,
2021,2021 HWC,Parent or guardian divorce or separation,West Virginia,50,32.4,2,35.9,29,AHR data,
2021,2021 HWC,Parent or guardian time in jail,West Virginia,42,10.5,1.26,12.8,8.2,AHR data,
2021,2021 HWC,Pediatricians,West Virginia,33,83.3,-0.61,,,AHR data,
2021,2021 HWC,Physical Activity - Children,West Virginia,15,24.4,1,28.1,20.7,AHR data,
2021,2021 HWC,Physical Environment - HWC,West Virginia,43,-0.304,-0.304,,,AHR data,
2021,2021 HWC,Physical Health - Children,West Virginia,38,-0.19,-0.19,,,AHR data,
2021,2021 HWC,Physical Health - Women,West Virginia,49,-1.82,-1.82,,,AHR data,
2021,2021 HWC,Physical Inactivity - Women,West Virginia,18,20.9,-0.47,23.6,18.2,AHR data,
2021,2021 HWC,"Physical Inactivity - Women - $25-$49,999",West Virginia,5,18.3,-1.47,23.8,12.8,AHR data,
2021,2021 HWC,"Physical Inactivity - Women - $50-$74,999",West Virginia,,10.8,,16.4,5.1,AHR data,
2021,2021 HWC,"Physical Inactivity - Women - $75,000 or More",West Virginia,39,14.1,0.45,18.5,9.7,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Ages 18-24,West Virginia,13,17.2,-0.75,23.4,11.1,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Ages 25-34,West Virginia,11,19.2,-0.96,23.4,15,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Ages 35-44,West Virginia,33,25.2,0.23,29.1,21.3,AHR data,
2021,2021 HWC,Physical Inactivity - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Physical Inactivity - Women - College Grad,West Virginia,30,14.0,0.25,17.5,10.6,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Physical Inactivity - Women - High School/GED,West Virginia,22,30.1,-0.33,36.2,24.1,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Physical Inactivity - Women - Less Than $25,000",West Virginia,23,34.4,-0.21,40.7,28.2,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Less than High School,West Virginia,,46.3,,61.1,31.4,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Physical Inactivity - Women - Some Post-High School,West Virginia,7,17.1,-1.42,21.5,12.6,AHR data,
2021,2021 HWC,Physical Inactivity - Women - White,West Virginia,42,21.2,0.93,24,18.4,AHR data,
2021,2021 HWC,Population - Children - American Indian Alaska Native,West Virginia,,0.2,,,,AHR data,
2021,2021 HWC,Population - Children - Asian,West Virginia,,0.7,,,,AHR data,
2021,2021 HWC,Population - Children - Black ,West Virginia,,3.6,,,,AHR data,
2021,2021 HWC,Population - Children - Hawaiian/Pacific Islander,West Virginia,,0,,,,AHR data,
2021,2021 HWC,Population - Children - Hispanic,West Virginia,,2.8,,,,AHR data,
2021,2021 HWC,Population - Children - Multiracial,West Virginia,,4.2,,,,AHR data,
2021,2021 HWC,Population - Children - White,West Virginia,,88.6,,,,AHR data,
2021,2021 HWC,Population - Infants (Age <1),West Virginia,,1,,,,AHR data,
2021,2021 HWC,Population - Women Ages 18-44,West Virginia,,15.9,,,,AHR data,
2021,2021 HWC,Population - Women Ages 18-44 - American Indian Alaska Native,West Virginia,,0.2,,,,AHR data,
2021,2021 HWC,Population - Women Ages 18-44 - Asian,West Virginia,,1.1,,,,AHR data,
2021,2021 HWC,Population - Women Ages 18-44 - Black,West Virginia,,3.7,,,,AHR data,
2021,2021 HWC,Population - Women Ages 18-44 - Hawaiian/Pacific Islander,West Virginia,,0,,,,AHR data,
2021,2021 HWC,Population - Women Ages 18-44 - Hispanic,West Virginia,,2.1,,,,AHR data,
2021,2021 HWC,Population - Women Ages 18-44 - Multiracial,West Virginia,,1.7,,,,AHR data,
2021,2021 HWC,Population - Women Ages 18-44 - White,West Virginia,,91.2,,,,AHR data,
2021,2021 HWC,Population under 18 years,West Virginia,,20.3,,,,AHR data,
2021,2021 HWC,Population-Children (Under age 18),West Virginia,,20.1,,,,AHR data,
2021,2021 HWC,Postpartum Depression,West Virginia,,,,,,AHR data,
2021,2021 HWC,Postpartum Visit,West Virginia,,,,,,AHR data,
2021,2021 HWC,Poverty - Women,West Virginia,49,23.3,2,25.1,21.5,AHR data,
2021,2021 HWC,Poverty - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Poverty - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Poverty - Women - Black,West Virginia,,28.7,,39.1,18.3,AHR data,
2021,2021 HWC,Poverty - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Poverty - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,Poverty - Women - Multiracial,West Virginia,,31.7,,49.5,13.9,AHR data,
2021,2021 HWC,Poverty - Women - Other,West Virginia,,,,,,AHR data,
2021,2021 HWC,Poverty - Women - White,West Virginia,,23,,24.7,21.3,AHR data,
2021,2021 HWC,Preventive Clinical Care - Children,West Virginia,23,0.207,0.207,,,AHR data,
2021,2021 HWC,Preventive Clinical Care - Women,West Virginia,14,0.507,0.507,,,AHR data,
2021,2021 HWC,Preventive Dental Care - Children,West Virginia,17,79.3,0.5,82.5,76,AHR data,
2021,2021 HWC,Publicly-funded Women's Health Services,West Virginia,1,66,2,,,AHR data,
2021,2021 HWC,Quality of Care - Children,West Virginia,20,0.477,0.477,,,AHR data,
2021,2021 HWC,Quality of Care - Women,West Virginia,31,0.153,0.153,,,AHR data,
2021,2021 HWC,"Reading, Singing or Storytelling",West Virginia,43,51.1,-0.78,58.2,43.9,AHR data,
2021,2021 HWC,Receiving public assistance,West Virginia,,33.7,,34.8,32.6,AHR data,
2021,2021 HWC,Residential Segregation - Black/White,West Virginia,19,60,-0.26,,,AHR data,
2021,2021 HWC,Residential Segregation - Black/White,West Virginia,19,60,-0.26,,,AHR data,
2021,2021 HWC,Risk-screening Environmental Indicator Score,West Virginia,23,3400148,-0.05,,,AHR data,
2021,2021 HWC,Severe Housing Problems,West Virginia,1,11.2,-1.85,11.5,10.8,AHR data,
2021,2021 HWC,Severe Housing Problems - American Indian/Alaska Native,West Virginia,46,33.4,,55.7,11,AHR data,
2021,2021 HWC,Severe Housing Problems - Asian/Pacific Islander,West Virginia,20,18.5,,24.6,12.4,AHR data,
2021,2021 HWC,Severe Housing Problems - Black,West Virginia,6,21.5,,24.8,18.3,AHR data,
2021,2021 HWC,Severe Housing Problems - Hispanic,West Virginia,6,21,,27.1,14.9,AHR data,
2021,2021 HWC,Severe Housing Problems - White,West Virginia,3,10.5,,10.9,10.2,AHR data,
2021,2021 HWC,Sexual Health - Women,West Virginia,4,1.22,1.22,,,AHR data,
2021,2021 HWC,Sexual Health - Youth,West Virginia,45,-1.41,-1.41,,,AHR data,
2021,2021 HWC,Sleep Health - Children,West Virginia,38,-0.73,-0.73,,,AHR data,
2021,2021 HWC,Sleep Health - Women,West Virginia,48,-1.59,-1.59,,,AHR data,
2021,2021 HWC,Sleep Position,West Virginia,,,,,,AHR data,
2021,2021 HWC,Smoking - Women,West Virginia,50,29.7,2,32.8,26.7,AHR data,
2021,2021 HWC,"Smoking - Women - $25-$49,999",West Virginia,49,34.6,2,41.7,27.6,AHR data,
2021,2021 HWC,"Smoking - Women - $50-$74,999",West Virginia,,23.1,,32.5,13.8,AHR data,
2021,2021 HWC,"Smoking - Women - $75,000 or More",West Virginia,,13.7,,18.1,9.3,AHR data,
2021,2021 HWC,Smoking - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Smoking - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Smoking - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Smoking - Women - College Grad,West Virginia,48,12.0,2,15.2,8.8,AHR data,
2021,2021 HWC,Smoking - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Smoking - Women - High School/GED,West Virginia,49,44.0,2,50.8,37.2,AHR data,
2021,2021 HWC,Smoking - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Smoking - Women - Less Than $25,000",West Virginia,49,55.4,2,62,48.8,AHR data,
2021,2021 HWC,Smoking - Women - Less than High School,West Virginia,,74.1,,87.1,61,AHR data,
2021,2021 HWC,Smoking - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Smoking - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Smoking - Women - Some Post-High School,West Virginia,50,36.8,2,42.8,30.7,AHR data,
2021,2021 HWC,Smoking - Women - White,West Virginia,49,29.7,2,32.9,26.5,AHR data,
2021,2021 HWC,Smoking - Women Ages 18-24,West Virginia,,17.7,,24.1,11.4,AHR data,
2021,2021 HWC,Smoking - Women Ages 25-34,West Virginia,49,33.4,2,38.5,28.3,AHR data,
2021,2021 HWC,Smoking - Women Ages 35-44,West Virginia,50,35.0,2,39.4,30.5,AHR data,
2021,2021 HWC,Smoking and Tobacco Use - Women,West Virginia,49,-2,-2,,,AHR data,
2021,2021 HWC,Smoking and Tobacco Use - Youth,West Virginia,46,-2,-2,,,AHR data,
2021,2021 HWC,Smoking During Pregnancy,West Virginia,50,23,2,,,AHR data,
2021,2021 HWC,Social and Economic Factors - Children,West Virginia,45,-0.381,-0.381,,,AHR data,
2021,2021 HWC,Social and Economic Factors - HWC,West Virginia,46,-0.545,-0.545,,,AHR data,
2021,2021 HWC,Social and Economic Factors - Women,West Virginia,46,-0.822,-0.822,,,AHR data,
2021,2021 HWC,Social Support and Engagement - Children,West Virginia,46,-1.041,-1.041,,,AHR data,
2021,2021 HWC,Social Support and Engagement - Women,West Virginia,42,-0.587,-0.587,,,AHR data,
